ID Sale,ID Product,Seller Code,ID Client,Quantity Sold,Sale Date
FT799,PR39,HERDAN64C21CZE74,CL72,452.0,2022-11-24
FT800,PR6,LOPMOO81L31ES74,CL38,340.0,2021-06-20
FT801,PR69,HERVIO77I26HU31,CL75,197.0,2023-06-07
FT802,PR40,MITWIL57H21HUN16,CL63,216.0,2022-01-02
FT803,PR15,ROBTAY93A05DEU37,CL72,391.0,2020-06-22
FT804,PR69,CLAWIL82B03SVK15,CL63,271.0,2022-01-23
FT805,PR93,WALAVA67D28MLT49,CL38,258.0,2020-12-24
FT806,PR73,HERDAN64C21CZE74,CL63,272.0,2023-04-06
FT807,PR22,GARGIA85B19LI80,CL38,315.0,2023-04-18
FT808,PR21,HALJAC80D16NL12,CL12,476.0,2021-05-07
FT809,PR84,LEWZOE97C30SWE10,CL72,255.0,2023-08-01
FT810,PR39,GARGIA85B19LI80,CL37,232.0,2021-02-13
FT811,PR24,MITWIL57H21HUN16,CL12,486.0,2021-04-16
FT812,PR66,THOSCA79J29LV17,CL10,316.0,2023-11-10
FT813,PR94,HILMOO54I14GB94,CL63,146.0,2023-02-28
FT814,PR21,LEEMAD64G19PL97,CL63,28.0,2021-02-17
FT815,PR6,MARISA89B25LV59,CL46,213.0,2021-11-26
FT816,PR40,WALCHL91D10POL91,CL75,131.0,2020-02-02
FT817,PR56,LEWZOE97C30SWE10,CL46,226.0,2020-04-25
FT818,PR56,ROBTAY93A05DEU37,CL12,144.0,2021-03-20
FT819,PR39,HERVIO77I26HU31,CL39,425.0,2023-08-06
FT820,PR6,LEWZOE97C30SWE10,CL39,181.0,2020-08-15
FT821,PR66,THOISA63D12MC27,CL63,192.0,2023-06-10
FT822,PR22,MITWIL57H21HUN16,CL12,384.0,2021-04-03
FT823,PR77,HALJAC80D16NL12,CL12,80.0,2022-10-21
FT825,PR66,HERVIO77I26HU31,CL72,95.0,2022-04-28
FT826,PR69,HERDAN97B06ITA98,CL75,223.0,2021-12-17
FT827,PR24,WHIJOH51G04RU21,CL72,33.0,2023-02-20
FT828,PR24,NELLUC78K06PRT19,CL10,488.0,2021-10-10
FT829,PR28,NELLUC78K06PRT19,CL63,170.0,2020-02-07
FT830,PR93,HALHAN93F14MLT30,CL37,46.0,2020-05-06
FT831,PR39,HALSEB73B20FR62,CL12,351.0,2023-07-06
FT832,PR69,LEESTE80F21NLD96,CL63,171.0,2021-10-29
FT833,PR93,ROBISA93C05NO27,CL37,94.0,2023-03-26
FT834,PR93,LEESTE80F21NLD96,CL46,278.0,2020-02-05
FT835,PR94,GAREVE51C30UKR52,CL37,331.0,2020-01-26
FT836,PR6,GAREVE51C30UKR52,CL72,211.0,2020-07-31
FT837,PR15,HERDAN64C21CZE74,CL63,494.0,2022-02-07
FT838,PR25,WHIJAC58E29AUT24,CL46,347.0,2020-08-04
FT839,PR39,MARISA89B25LV59,CL39,425.0,2023-08-17
FT840,PR94,ROBISA93C05NO27,CL38,187.0,2021-04-21
FT841,PR39,MITWIL57H21HUN16,CL72,174.0,2023-06-29
FT843,PR31,WALCHL91D10POL91,CL63,344.0,2023-07-14
FT844,PR94,LEWAID90H08LI75,CL10,397.0,2023-07-01
FT845,PR31,HERDAN97B06ITA98,CL39,203.0,2021-02-18
FT846,PR31,ROBTAY93A05DEU37,CL38,399.0,2021-06-06
FT847,PR15,JONSTE61F23IS80,CL39,323.0,2020-12-29
FT848,PR69,THOCHA67B24FI71,CL10,299.0,2023-09-20
FT849,PR38,HERRIL86D26GE16,CL46,172.0,2020-10-12
FT850,PR97,HILELE90J24FIN75,CL39,269.0,2020-06-20
FT851,PR39,NELHIL59I02MT75,CL46,182.0,2021-06-28
FT852,PR39,MILEVA88J22PRT73,CL39,93.0,2023-04-30
FT853,PR66,WILROB81I05AL81,CL72,155.0,2022-09-27
FT854,PR84,THOSCA79J29LV17,CL38,179.0,2020-02-02
FT855,PR77,GAREVE51C30UKR52,CL63,426.0,2022-06-30
FT856,PR15,HERDAN97B06ITA98,CL72,324.0,2021-07-27
FT857,PR84,ROBCHI57D08NO42,CL39,31.0,2020-09-10
FT858,PR38,WHIJOH51G04RU21,CL10,462.0,2022-08-24
FT859,PR86,HERDAN97B06ITA98,CL63,168.0,2022-06-29
FT860,PR86,NELHIL59I02MT75,CL75,31.0,2023-06-04
FT861,PR69,NELLUC78K06PRT19,CL37,208.0,2022-12-31
FT862,PR84,JONSTE61F23IS80,CL37,68.0,2020-03-09
FT863,PR56,HALSEB73B20FR62,CL39,31.0,2022-01-04
FT864,PR39,WALCHL91D10POL91,CL39,60.0,2021-06-07
FT865,PR73,TAYETH69D27NO15,CL12,380.0,2023-10-04
FT866,PR21,WHILYL63I02MK80,CL72,94.0,2020-02-22
FT867,PR25,LEESTE80F21NLD96,CL63,258.0,2023-10-05
FT868,PR24,HARVIC51D02CZE31,CL72,412.0,2023-05-23
FT869,PR93,WALAVA67D28MLT49,CL10,485.0,2020-10-25
FT870,PR25,LEWAID90H08LI75,CL38,182.0,2021-01-02
FT871,PR6,JONSTE61F23IS80,CL37,218.0,2022-02-09
FT872,PR39,SMIELL95K17MT92,CL12,252.0,2021-08-31
FT873,PR93,HERDAN64C21CZE74,CL38,38.0,2022-06-23
FT874,PR73,HERVIO77I26HU31,CL38,70.0,2022-08-12
FT875,PR73,LEEMAD64G19PL97,CL72,271.0,2020-06-06
FT876,PR38,HERDAN97B06ITA98,CL12,218.0,2021-04-24
FT877,PR94,CLALOG86C24BEL97,CL38,365.0,2022-06-29
FT878,PR31,ALLVIO56J30AD66,CL39,226.0,2023-02-12
FT879,PR24,LEESTE80F21NLD96,CL46,231.0,2022-12-12
FT880,PR39,LEWAID90H08LI75,CL37,233.0,2021-01-01
FT881,PR56,LEEELL86I24LT27,CL72,264.0,2023-12-20
FT882,PR21,THOISA63D12MC27,CL39,183.0,2022-11-25
FT883,PR97,MITWIL57H21HUN16,CL72,262.0,2023-10-20
FT884,PR38,HILELE90J24FIN75,CL10,330.0,2020-10-10
FT885,PR98,NELHIL59I02MT75,CL39,433.0,2022-11-09
FT886,PR56,ROBTAY93A05DEU37,CL63,497.0,2021-05-10
FT887,PR69,HERRIL86D26GE16,CL39,161.0,2020-11-09
FT888,PR66,BAKGRA63I16EST73,CL75,393.0,2020-12-12
FT889,PR38,HALSEB73B20FR62,CL72,258.0,2023-01-07
FT890,PR86,JONSTE61F23IS80,CL10,23.0,2021-07-30
FT891,PR40,HERRIL86D26GE16,CL75,206.0,2021-03-18
FT892,PR77,WALROB66I11LIE39,CL63,448.0,2021-01-03
FT893,PR94,SCOEVA65J08SM99,CL72,18.0,2023-05-28
FT894,PR40,HARVIC51D02CZE31,CL12,362.0,2021-12-17
FT895,PR40,WALROB66I11LIE39,CL46,248.0,2023-10-18
