ID Sale,ID Product,Seller Code,ID Client,Quantity Sold,Sale Date
FT734,PR3,RODROB89H05HU11,CL48,23,06/04/2020
FT735,PR98,CAMARI52J02MC30,CL42,,
FT736,PR96,CARLYL79J21BE68,CL89,45,12/07/2021
FT737,PR61,CAMARI52J02MC30,CL40,267,30/07/2022
FT738,PR15,BAKCAM50E25HR79,CL42,51,17/10/2022
FT739,PR53,MARISA63G25TUR81,CL7,170,30/03/2021
FT740,PR66,CLAJAC53H29GRC11,CL35,367,17/06/2022
FT741,PR63,PARVIC92A03DK12,CL51,119,23/12/2021
FT742,PR70,JACRUB54F17HR49,CL89,130,09/10/2022
FT743,PR39,HALEMI93K09MKD67,CL35,391,16/05/2023
FT744,PR77,YOUMIT51I14VA25,CL42,132,01/11/2020
FT745,PR98,CAMARI52J02MC30,CL48,48,25/09/2021
FT746,PR60,YOUADA57C25FI93,CL9,127,14/02/2020
FT747,PR53,ADAEMI84G25ESP61,CL1,285,20/05/2020
FT748,PR24,WILSOF94D07MDA10,CL9,398,10/05/2020
FT749,PR83,WALGRE86J11IRL41,CL89,309,04/06/2020
FT750,PR26,ROBTUR76J13RUS36,CL40,90,23/02/2020
FT751,PR98,ADATUR72L19SMR87,CL51,268,29/11/2023
FT752,PR60,RODROB89H05HU11,CL48,132,14/11/2023
FT753,PR60,PERMAD88A03ES82,CL42,181,02/07/2020
FT754,PR60,CAMARI52J02MC30,CL42,445,16/11/2022
FT755,PR96,EDWBEN73L13HR19,CL35,485,20/12/2020
FT756,PR96,ROBTUR76J13RUS36,CL89,326,31/10/2021
FT757,PR70,LOPCAD56E15TR68,CL12,365,19/10/2021
FT758,PR39,SCOSTE72I19BLR80,CL35,384,10/07/2020
FT759,PR60,PARVIC92A03DK12,CL9,374,30/05/2021
FT760,PR39,JACRUB54F17HR49,CL1,441,08/11/2020
FT761,PR63,JACAAL91C22XKX91,CL9,176,25/03/2021
FT762,PR26,NELMIT90B19ITA40,CL1,125,15/01/2022
FT763,PR98,PARAUR67D26IT98,CL42,116,16/07/2022
FT764,PR53,WILSOF94D07MDA10,CL42,271,04/04/2023
FT765,PR57,TUREVE86K10LUX14,CL40,432,26/01/2023
FT766,PR77,MILNEL70D22SVN24,CL48,242,31/03/2022
FT767,PR15,YOUMIT51I14VA25,CL89,257,10/03/2023
FT768,PR3,YOUMIT51I14VA25,CL89,307,14/07/2021
FT769,PR53,SCOSTE72I19BLR80,CL42,436,25/08/2021
FT770,PR1,GREELI55J27AND26,CL12,18,21/06/2021
FT771,PR63,JACAAL91C22XKX91,CL48,57,20/02/2022
FT772,PR98,MARISA63G25TUR81,CL12,227,26/04/2022
FT773,PR90,NELLOG64G20POL27,CL12,295,14/09/2022
FT774,PR58,TUREVE86K10LUX14,CL1,186,01/10/2021
FT775,PR48,ROBSTE54C09IE43,CL40,112,23/11/2020
FT776,PR39,ADATUR72L19SMR87,CL89,,19/10/2020
FT777,PR39,ANDLOG95E10LT17,CL9,281,24/02/2021
FT778,PR39,PERMAD88A03ES82,CL51,329,21/05/2022
FT779,PR39,HALEMI93K09MKD67,CL9,179,15/08/2021
FT780,PR13,ROBETH58D15RO95,CL9,490,08/09/2022
FT781,PR39,BAKAND99L26AT79,CL35,398,26/09/2022
FT782,PR61,WHIALE98A07AUT34,CL12,240,01/02/2023
FT783,PR50,TUREVE86K10LUX14,CL12,408,05/02/2020
FT784,PR98,ROBETH58D15RO95,CL42,414,08/12/2021
FT785,PR48,WILSOF94D07MDA10,CL89,39,19/02/2023
FT786,PR15,NELLOG64G20POL27,CL40,409,21/10/2023
FT787,PR70,NELMIT90B19ITA40,CL9,72,08/09/2022
FT788,PR1,WILCHI60G23FIN11,CL35,136,14/05/2021
FT789,PR83,ADATUR72L19SMR87,CL1,388,08/04/2023
FT790,PR58,RODROB89H05HU11,CL48,139,15/11/2021
FT791,PR83,ROBSTE54C09IE43,CL89,227,07/12/2022
FT792,PR70,PARAUR67D26IT98,CL42,346,20/10/2023
FT793,PR27,RODCAR52E09XKX19,CL7,83,16/01/2021
FT794,PR24,ROBTUR76J13RUS36,CL42,471,20/04/2022
FT795,PR61,MARISA63G25TUR81,CL42,16,28/09/2020
FT796,PR63,WHIALE98A07AUT34,CL35,350,23/07/2023
FT797,PR24,JACRUB54F17HR49,CL35,124,11/03/2020
FT798,PR63,NELMIT90B19ITA40,CL51,285,06/02/2022
FT799,PR27,CAMARI52J02MC30,CL12,390,21/11/2020
FT800,PR61,TAYLIL72H05BIH75,CL35,195,04/10/2020
FT801,PR96,ANDLOG95E10LT17,CL48,319,26/05/2021
FT802,PR39,JACSOP76L31CY56,CL40,204,25/08/2023
FT803,PR39,MILNEL70D22SVN24,CL42,227,28/11/2021
FT804,PR57,YOUADA57C25FI93,CL9,115,11/06/2021
FT805,PR24,CLAJAC53H29GRC11,CL89,395,23/11/2023
FT806,PR24,MARISA63G25TUR81,CL12,94,04/12/2020
FT807,PR63,PERALE73H21ESP75,CL40,158,13/06/2022
FT808,PR1,LOPCAD56E15TR68,CL48,142,31/05/2022
FT809,PR53,JACSOP76L31CY56,CL9,113,09/05/2022
FT810,PR39,JACSOP76L31CY56,CL1,175,04/02/2021
FT811,PR1,EDWBEN73L13HR19,CL51,314,30/12/2022
FT812,PR48,GREELI55J27AND26,CL12,238,10/06/2021
FT813,PR1,MARISA63G25TUR81,CL35,,
FT814,PR53,TURCAM83G05IE15,CL7,47,20/12/2022
FT815,PR70,BAKAND99L26AT79,CL42,68,10/11/2021
FT816,PR13,MARISA63G25TUR81,CL51,417,17/04/2020
FT817,PR3,ADAEMI84G25ESP61,CL9,387,02/06/2023
FT818,PR61,PERALE73H21ESP75,CL51,382,06/12/2022
FT819,PR75,MARISA63G25TUR81,CL42,480,25/11/2023
